business_id,industry,city,years_in_operation,number_of_employees,annual_revenue_egp,annual_expenses_egp,annual_profit_egp,profit_margin,revenue_growth_rate,customer_growth_rate,monthly_customers,market_demand_score,competition_level,owner_dependency_score,scalability_score,location_score,revenue_stability_score,valuation_egp
EGY-SME-05622,Service Business,Asyut,7,4,8401761.49,6073598.93,2328162.56,0.2771,-0.0906,-0.0807,728,6,6,2,9,10,5,15176000
EGY-SME-09484,Service Business,Aswan,3,6,3688201.72,2892353.86,795847.86,0.2158,0.1486,0.1292,1345,8,9,10,5,9,5,5331000
EGY-SME-09886,Education Center,Giza,14,6,500356.54,378038.79,122317.75,0.2445,-0.1124,-0.0787,1689,7,7,2,8,2,8,948000
EGY-SME-05843,Restaurant/Cafe,Alexandria,10,14,4697120.52,3930622.72,766497.8,0.1632,0.3206,0.3727,2789,3,6,8,4,1,8,8085000
EGY-SME-07123,Clinic/Medical,Cairo,1,13,7626367.59,5648914.65,1977452.94,0.2593,-0.0696,-0.0897,682,8,5,4,9,7,4,13813000
EGY-SME-05833,Service Business,Giza,1,29,8908991.5,7335462.45,1573529.05,0.1766,0.2225,0.1842,1391,4,1,1,2,7,4,15178000
EGY-SME-04889,Restaurant/Cafe,Zagazig,2,3,1474972.43,1280216.41,194756.03,0.132,0.3127,0.319,712,4,7,7,2,4,5,1986000
EGY-SME-05905,Restaurant/Cafe,Cairo,17,8,14192910.64,11653448.03,2539462.61,0.1789,0.2304,0.1916,1359,4,9,9,6,10,4,24126000
EGY-SME-00523,Tech Startup,Ismailia,6,41,56624621.19,36210407.03,20414214.16,0.3605,0.0928,0.0816,974,5,9,6,4,1,7,107323000
EGY-SME-08044,E-commerce,Cairo,8,28,22154780.2,16021708.65,6133071.56,0.2768,0.1707,0.1216,1816,2,9,2,6,10,6,53602000
EGY-SME-03608,Retail Store,Suez,15,20,6708146.93,5573451.11,1134695.83,0.1692,0.2225,0.2642,2561,10,4,8,2,6,2,13152000
EGY-SME-00235,Restaurant/Cafe,Tanta,7,9,8576869.84,7220247.17,1356622.66,0.1582,0.013,0.0154,1787,1,5,5,3,6,10,12157000
EGY-SME-03797,Clinic/Medical,Damietta,11,6,8829851.12,7048216.17,1781634.96,0.2018,-0.0811,-0.0898,651,4,3,10,10,4,7,13823000
EGY-SME-06319,Education Center,Cairo,7,10,1933085.94,1485974.27,447111.67,0.2313,0.3006,0.2536,1350,8,5,2,2,7,7,3400000
EGY-SME-07095,Retail Store,Ismailia,9,3,18362329.28,15016709.04,3345620.24,0.1822,-0.0621,-0.0722,1577,10,6,4,3,9,6,31171000
EGY-SME-01949,Retail Store,Giza,2,2,14980478.91,13245840.97,1734637.94,0.1158,0.1431,0.11,1310,4,2,6,6,2,7,23348000
EGY-SME-06362,Retail Store,Cairo,8,4,12046636.63,9824384.46,2222252.17,0.1845,-0.0347,-0.0314,2106,6,8,1,1,8,9,19654000
EGY-SME-11277,Restaurant/Cafe,Luxor,15,13,13141602.65,10999014.44,2142588.21,0.163,0.328,0.5304,1436,5,9,8,1,4,1,8522326
EGY-SME-06092,E-commerce,Shubra El Kheima,16,21,19489837.3,17486049.2,2003788.1,0.1028,0.0299,0.035,4553,6,3,6,7,6,2,23028000
EGY-SME-10895,Restaurant/Cafe,Alexandria,19,28,11268908.12,7165873.89,4103034.23,0.3641,0.1479,0.2336,1757,6,5,6,9,3,1,27954874
EGY-SME-02225,Restaurant/Cafe,Mansoura,18,19,6217721.85,5394137.24,823584.6,0.1325,0.0334,0.0385,2353,9,2,5,7,4,4,11694000
EGY-SME-05572,Restaurant/Cafe,Shubra El Kheima,15,6,5300942.55,4858811.97,442130.58,0.0834,-0.1379,-0.112,1276,10,2,9,1,9,8,5980000
EGY-SME-04524,Clinic/Medical,Cairo,11,9,3113969.26,2477341.51,636627.75,0.2044,0.3787,0.3282,300,6,1,5,6,7,10,8639000
EGY-SME-05794,Service Business,Tanta,6,12,2720750.81,1999754.62,720996.19,0.265,0.2626,0.228,89,3,4,10,7,10,3,4038000
EGY-SME-10538,Restaurant/Cafe,Zagazig,9,21,12898983.87,7901047.81,4997936.06,0.3875,0.3842,0.1762,284,8,2,5,10,8,5,32601506
EGY-SME-05739,Restaurant/Cafe,Alexandria,17,29,14161079.9,12803646.34,1357433.55,0.0959,0.2337,0.2503,424,4,7,6,1,3,7,19351000
EGY-SME-02625,Retail Store,Alexandria,3,11,19604853.59,16466546.94,3138306.65,0.1601,0.3056,0.2906,1589,6,8,5,5,8,5,32167000
EGY-SME-04729,E-commerce,Zagazig,20,38,6797148.66,5866059.95,931088.71,0.137,0.2391,0.2156,1131,10,8,6,6,3,9,15141000
EGY-SME-07819,Service Business,Asyut,1,31,8765714.26,7623022.28,1142691.98,0.1304,0.0917,0.0825,1175,9,10,6,4,2,3,10743000
EGY-SME-11896,Restaurant/Cafe,Shubra El Kheima,15,23,11449860.56,7150048.79,4299811.77,0.3755,-0.0481,-0.0034,1782,4,10,8,5,4,1,10744171
EGY-SME-10934,Restaurant/Cafe,Cairo,16,15,8970561.18,7775542.54,1195018.64,0.1332,0.38,0.2259,2463,3,7,4,9,10,9,35005384
EGY-SME-10164,Retail Store,Luxor,4,14,12987468.88,8231557.65,4755911.23,0.3662,0.2076,0.0114,4832,6,6,3,4,7,7,22348075
EGY-SME-02438,Retail Store,Alexandria,20,8,4953406.86,4236112.59,717294.27,0.1448,0.3748,0.398,1283,1,6,2,1,1,1,6204000
EGY-SME-06057,Retail Store,Alexandria,12,23,5710073.38,4747946.5,962126.88,0.1685,-0.0791,-0.0789,2041,1,6,5,2,5,1,5562000
EGY-SME-06353,Restaurant/Cafe,Cairo,10,20,11085263.77,9501689.79,1583573.98,0.1429,0.1107,0.1425,1063,6,1,3,4,4,3,18670000
EGY-SME-03168,Restaurant/Cafe,Cairo,6,29,7529894.09,6642548.2,887345.89,0.1178,0.0205,0.0158,1856,6,4,7,5,4,2,7541000
EGY-SME-01810,Restaurant/Cafe,Cairo,17,28,6274021.09,5324136.7,949884.4,0.1514,-0.0797,-0.0824,358,5,10,7,4,2,7,6372000
EGY-SME-09719,Restaurant/Cafe,Faiyum,8,12,10150386.57,8385272.42,1765114.15,0.1739,-0.1597,-0.115,2759,2,9,3,9,7,5,15537000
EGY-SME-07162,Retail Store,Port Said,2,21,7308284.08,5915650.44,1392633.64,0.1906,0.1734,0.1586,2080,6,5,1,8,7,10,17883000
EGY-SME-05087,E-commerce,Tanta,16,3,15344592.93,11270084.15,4074508.78,0.2655,-0.0802,-0.067,4443,6,10,8,9,7,3,26402000
EGY-SME-09674,Restaurant/Cafe,Shubra El Kheima,6,12,3857373.35,3434512.16,422861.18,0.1096,0.0716,0.0723,2792,2,6,6,7,10,3,5561000
EGY-SME-07017,Restaurant/Cafe,Alexandria,10,13,7670344.8,6444044.83,1226299.97,0.1599,-0.1183,-0.1108,1746,1,7,9,10,1,3,6840000
EGY-SME-09369,E-commerce,Mansoura,9,4,9889945.21,6981037.8,2908907.4,0.2941,0.0886,0.0797,4494,2,6,6,9,4,4,18708000
EGY-SME-04946,Service Business,Aswan,14,29,1134413.01,935706.44,198706.57,0.1752,-0.155,-0.2,839,3,7,5,8,8,10,2083000
EGY-SME-06047,Restaurant/Cafe,Zagazig,5,22,7189750.25,6256034.62,933715.63,0.1299,0.1705,0.1687,1473,5,8,8,2,6,2,7415000
EGY-SME-11105,Education Center,Alexandria,5,5,690176.45,626275.66,63900.79,0.0926,-0.1604,-0.0614,998,1,6,5,2,7,10,548446
EGY-SME-06920,Retail Store,Tanta,18,24,4014854.9,3607546.36,407308.53,0.1015,0.0028,0.0024,2552,6,8,8,4,8,9,5454000
EGY-SME-05591,Retail Store,Port Said,18,2,15460486.44,12732860.33,2727626.11,0.1764,0.1772,0.2212,1079,4,2,4,5,10,10,37435000
EGY-SME-07227,Service Business,Giza,6,21,8790791.44,6389265.74,2401525.71,0.2732,0.392,0.3312,53,3,1,5,8,5,2,19325000
EGY-SME-01229,Tech Startup,Cairo,13,19,25003157.57,20428853.43,4574304.13,0.1829,0.2819,0.2743,656,2,3,4,5,3,9,50520000
EGY-SME-09258,Restaurant/Cafe,Cairo,12,26,7564236.21,6307854.09,1256382.12,0.1661,-0.0172,-0.0147,1832,7,1,5,8,10,5,13111000
EGY-SME-06847,Retail Store,Tanta,13,8,2475276.97,2147827.12,327449.85,0.1323,0.3365,0.4,3032,8,1,6,10,3,8,5647000
EGY-SME-08245,Retail Store,Cairo,8,8,11797911.41,9660403.38,2137508.03,0.1812,-0.1458,-0.1446,859,7,2,1,1,9,8,18479000
EGY-SME-06556,E-commerce,Alexandria,16,33,14234054.89,12218746.95,2015307.94,0.1416,0.3518,0.2517,4253,9,5,10,9,3,4,29142000
EGY-SME-00160,E-commerce,Asyut,10,37,16072260.99,13906519.94,2165741.05,0.1348,-0.0913,-0.1106,3886,3,2,3,10,6,10,31735000
EGY-SME-01590,E-commerce,Suez,11,5,1504163.1,1161977.18,342185.92,0.2275,0.0886,0.0729,1583,6,2,1,7,7,10,3533000
EGY-SME-11807,Restaurant/Cafe,Cairo,1,8,5526885.73,3087599.12,2439286.61,0.4413,0.0234,0.0712,1789,2,1,1,1,6,5,6532500
EGY-SME-11378,Restaurant/Cafe,Alexandria,10,21,7615014.87,6956827.03,658187.84,0.0864,0.4016,0.3868,1501,6,5,9,7,4,9,11951132
EGY-SME-11357,Tech Startup,Alexandria,18,25,58866978.86,51548842.49,7318136.38,0.1243,0.2398,0.2023,1788,7,7,1,7,6,3,175523726
EGY-SME-11194,Retail Store,Cairo,16,21,5206501.69,4038789.71,1167711.98,0.2243,0.4122,0.408,3891,2,10,6,9,6,10,13657766
EGY-SME-06688,Retail Store,Shubra El Kheima,6,2,16016813.41,12951926.23,3064887.18,0.1914,-0.0966,-0.1164,896,10,4,2,3,10,3,20659000
EGY-SME-11207,Retail Store,Mansoura,14,5,4082973.46,2591409.0,1491564.46,0.3653,0.0099,-0.1053,3568,4,3,3,8,9,7,8818075
EGY-SME-09051,Service Business,Cairo,14,24,8989748.91,7491680.0,1498068.9,0.1666,0.3676,0.4,883,9,4,6,2,1,1,16383000
EGY-SME-07481,Retail Store,Shubra El Kheima,4,19,18166036.74,15630762.5,2535274.24,0.1396,-0.0695,-0.0658,2139,8,10,3,5,10,7,29038000
EGY-SME-11108,Service Business,Alexandria,14,9,2642457.67,1942059.94,700397.73,0.2651,0.183,0.2873,370,6,9,5,9,8,4,9775312
EGY-SME-01557,Education Center,Ismailia,11,16,7930720.23,6023860.94,1906859.28,0.2404,0.2494,0.2503,1905,8,4,5,2,5,6,13995000
EGY-SME-02829,Retail Store,Alexandria,14,19,1084860.26,924536.06,160324.2,0.1478,-0.0387,-0.0471,2855,5,10,3,4,4,4,1402000
EGY-SME-00437,Restaurant/Cafe,Cairo,3,7,9159510.94,7570371.02,1589139.92,0.1735,0.0744,0.0692,1664,5,7,4,7,2,3,12357000
EGY-SME-05790,Restaurant/Cafe,Damietta,16,20,14468829.43,12903144.04,1565685.39,0.1082,0.1128,0.1238,1788,2,7,10,6,9,1,15269000
EGY-SME-11040,Service Business,Alexandria,8,27,11777144.97,9640826.5,2136318.48,0.1814,0.3376,0.1968,990,7,4,9,5,7,7,11600392
EGY-SME-01589,Retail Store,Mansoura,11,2,6707464.47,5618532.58,1088931.89,0.1623,0.027,0.0258,3599,1,8,6,2,9,3,5673000
EGY-SME-07399,Education Center,Cairo,13,25,6303551.45,5208995.73,1094555.72,0.1736,0.0224,0.0212,1910,5,2,5,10,7,2,9014000
EGY-SME-02781,Restaurant/Cafe,Suez,18,14,4133318.66,3787113.97,346204.69,0.0838,-0.0254,-0.0301,1448,1,1,6,7,7,10,6384000
EGY-SME-10770,Education Center,Alexandria,14,4,5568492.86,4980977.28,587515.58,0.1055,0.3179,0.3441,1031,9,3,6,9,6,7,9383917
EGY-SME-05687,Clinic/Medical,Zagazig,11,16,5242740.39,4103551.97,1139188.42,0.2173,-0.1597,-0.1481,324,5,2,4,5,7,2,7207000
EGY-SME-03966,E-commerce,Luxor,18,39,7326403.28,5678555.94,1647847.34,0.2249,-0.0567,-0.0429,3506,7,4,5,8,10,10,13721000
EGY-SME-04728,Service Business,Giza,8,8,11374450.89,8430678.21,2943772.68,0.2588,-0.0767,-0.0852,1406,3,7,4,10,6,6,21345000
EGY-SME-01239,Tech Startup,Giza,10,66,42229898.62,29763561.74,12466336.88,0.2952,-0.012,-0.013,507,6,9,3,1,6,8,75510000
EGY-SME-02952,Education Center,Asyut,11,21,7671096.37,5681781.33,1989315.05,0.2593,0.1065,0.0903,590,1,5,10,2,1,8,11269000
EGY-SME-10968,Service Business,Mansoura,15,2,9706369.82,8303276.4,1403093.42,0.1446,-0.3287,-0.1096,1228,1,2,6,5,10,8,9137057
EGY-SME-09287,Education Center,Port Said,18,14,6516777.39,5517589.11,999188.28,0.1533,0.2859,0.2314,1456,5,7,1,3,2,6,9967000
EGY-SME-01498,Retail Store,Alexandria,13,6,8373782.41,6993642.01,1380140.4,0.1648,0.0114,0.0105,3065,9,10,1,2,3,5,13412000
EGY-SME-06466,Restaurant/Cafe,Cairo,18,13,13300433.19,11785817.63,1514615.56,0.1139,0.1487,0.1418,218,1,6,9,7,4,7,26227000
EGY-SME-07356,E-commerce,Alexandria,20,19,14136970.3,12526817.83,1610152.47,0.1139,-0.011,-0.0111,2323,1,1,8,2,2,7,16479000
EGY-SME-07824,E-commerce,Alexandria,12,5,4264078.33,3722300.7,541777.63,0.1271,0.0638,0.0473,2180,5,4,8,8,9,5,6462000
EGY-SME-07548,Retail Store,Giza,7,5,9210201.01,8157100.5,1053100.51,0.1143,0.2739,0.1978,1381,8,9,2,2,3,6,15843000
EGY-SME-07914,Restaurant/Cafe,Zagazig,8,9,3202972.88,2780733.66,422239.22,0.1318,-0.147,-0.1653,2076,9,3,9,7,1,7,4866000
EGY-SME-11052,E-commerce,Faiyum,5,28,9090789.04,7946923.83,1143865.21,0.1258,0.3682,0.3518,6279,9,6,5,10,4,10,69471156
EGY-SME-05186,Service Business,Suez,20,30,5095568.52,3919408.85,1176159.67,0.2308,0.3022,0.328,927,8,3,6,8,8,1,8989000
EGY-SME-05648,E-commerce,Tanta,11,31,985029.82,766508.72,218521.1,0.2218,-0.1645,-0.1236,3052,4,10,7,7,9,6,1225000
EGY-SME-11270,Clinic/Medical,Shubra El Kheima,6,5,4042498.29,2747789.04,1294709.26,0.3203,0.3738,0.4749,408,7,7,2,4,1,1,5801999
EGY-SME-05243,Clinic/Medical,Giza,15,11,4457918.76,3241126.19,1216792.57,0.273,-0.1215,-0.1107,851,4,10,3,7,2,1,6269000
EGY-SME-02131,Restaurant/Cafe,Shubra El Kheima,9,11,3781540.04,3344073.24,437466.8,0.1157,-0.1715,-0.1985,1813,2,9,3,1,3,10,4250000
EGY-SME-02093,Restaurant/Cafe,Cairo,10,17,4235636.56,3540072.62,695563.94,0.1642,0.2887,0.3294,1336,9,1,9,5,10,10,11388000
EGY-SME-05410,Clinic/Medical,Alexandria,12,14,3094915.87,2433463.14,661452.73,0.2137,0.1321,0.1491,919,9,10,10,1,10,5,4161000
EGY-SME-00188,Clinic/Medical,Ismailia,14,5,7910396.59,5158842.78,2751553.8,0.3478,0.1934,0.2112,620,8,8,4,6,4,7,18445000
EGY-SME-07939,Retail Store,Damietta,15,8,13791077.75,11726289.87,2064787.88,0.1497,0.1212,0.1256,1020,2,4,9,9,3,2,20697000
EGY-SME-03656,Restaurant/Cafe,Aswan,2,23,1529503.76,1342993.89,186509.87,0.1219,0.0676,0.0748,1119,1,4,4,8,5,3,1928000
EGY-SME-03427,Clinic/Medical,Alexandria,6,11,9292818.14,7156060.12,2136758.02,0.2299,-0.0324,-0.0403,557,3,6,3,1,8,1,12700000
EGY-SME-09216,Retail Store,Cairo,20,24,15036840.71,12355317.1,2681523.62,0.1783,-0.1775,-0.1424,2666,5,8,3,10,3,9,26557000
EGY-SME-01382,Retail Store,Mansoura,5,23,4244206.8,3556142.53,688064.27,0.1621,0.1237,0.0916,3268,2,5,8,8,7,7,7257000
EGY-SME-09384,Retail Store,Giza,3,19,4416285.27,3743666.45,672618.82,0.1523,0.1137,0.141,1885,9,1,4,3,7,6,7575000
EGY-SME-08606,Retail Store,Port Said,16,9,17443670.04,14209036.06,3234633.98,0.1854,-0.0227,-0.0269,2287,6,1,3,9,2,4,29710000
EGY-SME-07428,Retail Store,Cairo,2,12,17889805.08,14879702.47,3010102.61,0.1683,0.2588,0.3038,554,10,7,2,8,10,2,41608000
EGY-SME-05038,Tech Startup,Giza,20,32,65943382.91,51933876.23,14009506.68,0.2124,0.094,0.1,2497,8,6,3,5,4,5,107061000
EGY-SME-04898,Retail Store,Cairo,17,2,5571272.49,4476489.02,1094783.47,0.1965,0.0242,0.0295,3698,6,3,7,7,2,6,10586000
EGY-SME-03176,Restaurant/Cafe,Luxor,4,16,7656345.19,6611008.88,1045336.31,0.1365,0.1256,0.116,1626,3,8,9,7,1,9,12676000
EGY-SME-09579,Restaurant/Cafe,Alexandria,6,21,13197795.4,11850380.1,1347415.3,0.1021,-0.1809,-0.1552,2677,5,3,10,8,6,2,13578000
EGY-SME-08449,Restaurant/Cafe,Cairo,20,4,10404442.89,8653017.22,1751425.67,0.1683,-0.0642,-0.0802,2641,9,5,1,6,2,2,17228000
EGY-SME-11877,Tech Startup,Cairo,7,33,25890640.02,19986640.31,5903999.71,0.228,0.1652,0.1316,550,1,4,7,4,6,10,67852926
EGY-SME-11162,Restaurant/Cafe,Giza,6,3,10598333.34,7084203.72,3514129.62,0.3316,0.334,0.3584,1566,6,9,9,10,10,9,23629153
EGY-SME-02236,Clinic/Medical,Damietta,3,12,4618474.65,3294774.06,1323700.59,0.2866,-0.0992,-0.08,612,6,3,2,9,8,3,8743000
EGY-SME-08069,Retail Store,Port Said,19,14,15188970.72,13133029.81,2055940.91,0.1354,0.102,0.0734,2742,1,6,6,1,9,10,22568000
EGY-SME-04237,Restaurant/Cafe,Zagazig,3,8,11695089.98,10081582.0,1613507.97,0.138,0.0269,0.0248,2364,6,1,7,8,7,7,17087000
EGY-SME-08917,Clinic/Medical,Alexandria,1,12,8179460.65,5679599.86,2499860.79,0.3056,-0.0132,-0.0142,655,10,1,8,8,10,8,17575000
EGY-SME-09944,Education Center,Tanta,18,16,3660977.55,2576968.5,1084009.05,0.2961,-0.0044,-0.0032,1722,4,2,2,8,8,8,9272000
EGY-SME-00025,Retail Store,Luxor,18,4,1934819.98,1739788.09,195031.9,0.1008,-0.0867,-0.0661,3367,9,10,5,3,3,3,2163000
EGY-SME-03364,Retail Store,Alexandria,4,4,1568033.57,1258900.22,309133.35,0.1971,0.0508,0.0385,1584,4,6,5,4,9,3,1913000
EGY-SME-01089,Tech Startup,Giza,16,43,25822301.55,19973383.87,5848917.67,0.2265,0.0206,0.0161,1035,4,7,2,8,7,5,57071000
EGY-SME-08734,Retail Store,Zagazig,6,16,8535259.23,7016953.2,1518306.04,0.1779,0.3723,0.4,1927,5,4,2,10,9,10,21892000
EGY-SME-10979,Education Center,Asyut,6,24,6527844.93,4639866.64,1887978.28,0.2892,-0.3056,-0.1264,1434,10,3,10,9,5,3,8471490
EGY-SME-02842,E-commerce,Shubra El Kheima,20,22,11199182.9,8076515.49,3122667.41,0.2788,0.255,0.2495,3584,10,3,10,9,2,1,24322000
EGY-SME-07538,Retail Store,Asyut,20,16,19754889.21,17426284.52,2328604.69,0.1179,0.2807,0.2176,3394,9,5,9,9,8,8,47577000
EGY-SME-07471,Service Business,Mansoura,5,22,10857676.46,7876230.11,2981446.35,0.2746,-0.1837,-0.2,67,3,8,5,5,7,8,14776000
EGY-SME-11177,E-commerce,Mansoura,14,16,30833750.85,24106274.97,6727475.88,0.2182,-0.0622,-0.2323,4211,4,2,2,6,4,6,38545040
EGY-SME-04153,E-commerce,Alexandria,3,2,21595562.64,16130535.19,5465027.44,0.2531,0.2321,0.2678,4405,5,3,9,2,9,9,34934000
EGY-SME-00696,Education Center,Tanta,12,16,7684289.65,5804853.29,1879436.36,0.2446,-0.0112,-0.0084,576,2,5,10,6,6,9,10589000
EGY-SME-11006,Restaurant/Cafe,Giza,1,19,9666967.02,8875037.43,791929.59,0.0819,0.3912,0.283,2542,9,4,9,1,3,5,6337925
EGY-SME-06338,Restaurant/Cafe,Alexandria,15,14,12776328.7,10937607.05,1838721.65,0.1439,-0.0401,-0.0336,2989,1,4,9,10,7,3,14517000
EGY-SME-01228,Retail Store,Zagazig,4,4,1650367.63,1404747.86,245619.77,0.1488,-0.037,-0.0315,3731,4,5,9,4,6,8,1928000
EGY-SME-02000,Retail Store,Alexandria,8,6,19341575.2,16393172.0,2948403.2,0.1524,0.2608,0.2011,731,4,2,2,8,4,1,35837000
EGY-SME-00277,E-commerce,Shubra El Kheima,12,4,17344881.63,15127318.46,2217563.17,0.1279,-0.015,-0.0128,2234,6,5,2,5,8,2,26059000
EGY-SME-05930,Service Business,Alexandria,11,22,9052305.47,6885800.8,2166504.67,0.2393,-0.0552,-0.0423,561,8,10,9,5,9,2,12469000
EGY-SME-02954,Retail Store,Cairo,10,5,10684055.58,8887981.64,1796073.94,0.1681,0.0135,0.0161,2976,5,8,5,8,6,10,22543000
EGY-SME-03638,Restaurant/Cafe,Alexandria,10,14,9488383.6,8347633.27,1140750.33,0.1202,-0.0974,-0.0797,1496,5,3,3,5,7,4,10684000
EGY-SME-03907,Clinic/Medical,Zagazig,18,8,7699146.8,5247232.46,2451914.35,0.3185,0.2194,0.2236,878,5,10,1,1,5,1,13702000
EGY-SME-04779,Restaurant/Cafe,Giza,9,14,4939437.2,4480035.04,459402.16,0.093,0.3877,0.3337,584,2,2,10,3,5,8,7065000
EGY-SME-05846,Restaurant/Cafe,Shubra El Kheima,6,28,3946862.04,3360291.45,586570.6,0.1486,0.3714,0.2935,2260,9,4,8,6,8,1,7270000
EGY-SME-11636,E-commerce,Giza,9,10,11242837.99,8486858.43,2755979.56,0.2451,0.3076,0.2738,752,2,9,4,9,4,7,36522503
EGY-SME-04118,Retail Store,Cairo,7,6,10643980.34,8547046.15,2096934.19,0.197,-0.1043,-0.0738,3249,4,9,4,1,10,5,11921000
EGY-SME-01138,Retail Store,Faiyum,7,14,19879599.65,17221567.92,2658031.74,0.1337,0.3734,0.297,3352,3,4,1,9,4,10,51000000
EGY-SME-02768,Restaurant/Cafe,Zagazig,14,16,7819761.97,7028182.39,791579.59,0.1012,0.3851,0.3694,873,1,1,8,3,3,10,14355000
EGY-SME-08183,Restaurant/Cafe,Cairo,6,15,830846.24,702029.51,128816.73,0.155,0.2425,0.1775,2245,8,4,3,2,10,4,1286000
EGY-SME-09533,Retail Store,Alexandria,5,19,2640930.41,2250789.29,390141.13,0.1477,-0.0905,-0.102,3073,4,7,8,3,6,7,2851000
EGY-SME-07662,Education Center,Alexandria,18,24,2136021.32,1744713.44,391307.88,0.1832,0.1237,0.1126,1927,9,9,8,1,10,5,2778000
EGY-SME-08936,Education Center,Mansoura,13,19,6876486.12,5582154.64,1294331.48,0.1882,-0.0055,-0.0059,1711,8,3,10,3,3,3,6601000
EGY-SME-02491,Retail Store,Tanta,19,15,17902259.78,15970143.51,1932116.26,0.1079,0.3111,0.3897,2184,2,9,7,9,10,7,28384000
EGY-SME-11615,Service Business,Cairo,1,13,12836522.75,10736791.38,2099731.37,0.1636,-0.0292,-0.1451,919,6,5,3,1,8,7,10940969
EGY-SME-07743,E-commerce,Port Said,11,26,16237503.47,11834863.45,4402640.02,0.2711,0.0318,0.0319,3792,6,8,1,5,2,2,26591000
EGY-SME-03936,Clinic/Medical,Cairo,17,10,6047013.95,4390651.1,1656362.85,0.2739,-0.1938,-0.2,341,3,3,4,4,10,2,6882000
EGY-SME-02385,Retail Store,Giza,17,15,7298651.72,6416288.71,882363.01,0.1209,0.1478,0.1332,1359,9,9,6,4,6,7,11558000
EGY-SME-08017,Retail Store,Giza,4,14,2507822.03,2232988.43,274833.6,0.1096,0.2768,0.3269,3395,7,7,3,4,5,1,3461000
EGY-SME-07085,Education Center,Giza,10,7,3298976.37,2798383.44,500592.93,0.1517,-0.1349,-0.1412,106,4,1,5,3,1,6,4496000
EGY-SME-00116,Service Business,Cairo,15,28,9327796.54,7327435.02,2000361.53,0.2145,0.297,0.3053,725,9,9,2,3,8,3,16574000
EGY-SME-01864,Clinic/Medical,Zagazig,1,19,8943855.05,6492461.36,2451393.69,0.2741,-0.1813,-0.1727,986,9,8,7,8,5,7,15232000
EGY-SME-03120,Restaurant/Cafe,Cairo,19,8,3007311.04,2760631.83,246679.22,0.082,0.1179,0.0968,1242,4,8,7,1,5,7,3591000
EGY-SME-04259,Retail Store,Cairo,13,10,9363951.44,8267473.16,1096478.28,0.1171,-0.1367,-0.1226,655,3,4,6,2,1,6,11484000
EGY-SME-11072,Clinic/Medical,Suez,11,15,2432425.14,1928153.81,504271.33,0.2073,-0.0652,-0.1251,725,10,10,3,10,3,2,6477500
EGY-SME-02820,Retail Store,Giza,12,13,13067631.32,10488794.83,2578836.49,0.1973,0.3484,0.3129,2162,5,9,2,5,7,10,33745000
EGY-SME-09162,Education Center,Giza,8,8,7218035.29,5945663.9,1272371.39,0.1763,0.047,0.0444,1962,9,9,2,1,9,1,8347000
EGY-SME-09026,Retail Store,Suez,11,8,2570757.87,2297087.16,273670.71,0.1065,0.3472,0.3548,2622,7,8,5,1,1,9,4824000
EGY-SME-10896,Retail Store,Giza,14,27,12542416.12,8684210.34,3858205.78,0.3076,0.4012,0.3566,3703,9,2,1,1,2,5,16994994
EGY-SME-04700,Tech Startup,Port Said,17,16,33956076.08,21536097.27,12419978.82,0.3658,0.0948,0.0769,1682,7,8,1,2,1,6,76863000
EGY-SME-03803,Service Business,Damietta,2,6,5192410.31,4164860.54,1027549.77,0.1979,-0.1432,-0.1732,451,10,6,4,9,1,7,12499000
EGY-SME-06069,Restaurant/Cafe,Cairo,8,8,13647940.27,11854940.82,1792999.45,0.1314,0.3756,0.3261,994,4,2,6,6,1,4,24339000
EGY-SME-03537,Retail Store,Alexandria,12,15,14272786.2,11706174.25,2566611.95,0.1798,-0.1874,-0.1526,3291,3,10,4,1,9,5,13813000
EGY-SME-03826,Restaurant/Cafe,Cairo,15,26,4766800.21,3992745.06,774055.15,0.1624,0.1944,0.1482,1331,7,2,2,3,10,1,6638000
EGY-SME-06643,Retail Store,Asyut,6,24,19705286.4,16620545.27,3084741.13,0.1565,0.1542,0.1572,1249,9,8,9,5,8,8,33425000
EGY-SME-10366,Restaurant/Cafe,Cairo,20,24,3018836.24,2357348.53,661487.7,0.2191,-0.1169,-0.0738,2311,9,9,8,1,4,1,2953477
EGY-SME-01947,Retail Store,Alexandria,1,21,16674050.4,13443096.22,3230954.17,0.1938,0.1774,0.1642,2675,2,10,7,6,8,10,32202000
EGY-SME-10470,Restaurant/Cafe,Giza,18,22,11620322.97,9685198.58,1935124.39,0.1665,0.0155,-0.0614,976,6,3,1,2,10,9,12491431
EGY-SME-09172,Service Business,Faiyum,18,31,4504401.55,3390048.96,1114352.59,0.2474,0.0347,0.0313,112,1,7,5,4,5,3,5806000
EGY-SME-10004,E-commerce,Cairo,17,32,2569399.32,2035682.92,533716.41,0.2077,0.0405,0.0378,5142,9,8,5,3,9,1,2237984
EGY-SME-07270,Retail Store,Alexandria,5,18,9008615.97,8011773.25,996842.72,0.1107,0.2399,0.2106,3784,2,6,9,8,2,1,10962000
EGY-SME-09378,Retail Store,Shubra El Kheima,19,5,6222516.63,5371752.4,850764.23,0.1367,-0.0215,-0.0215,240,5,4,8,6,7,8,7524000
EGY-SME-07930,Restaurant/Cafe,Asyut,11,3,3078119.67,2554360.26,523759.41,0.1702,-0.1638,-0.1759,884,10,6,1,4,1,10,4714000
